x,y,z
5.947101892002647716e+00,-1.285142640431708401e+02,-1.315473903828134326e+02
-1.408029173254694122e+00,-1.239670101834440317e+02,-1.359639578712871355e+02
-1.231643663085148610e+01,-1.166377275212350071e+02,-1.417742780175598796e+02
-2.690049191088597524e+01,-1.057434666067281341e+02,-1.481576282374421965e+02
-4.441747477581946413e+01,-9.094696488789853106e+01,-1.536611125568821308e+02
-6.306632040102375214e+01,-7.296376432131715717e+01,-1.567001222945875725e+02
-8.060452138141199896e+01,-5.361316107513189877e+01,-1.564753657685625967e+02
-9.538617661455769792e+01,-3.502001055261118978e+01,-1.533984229767418697e+02
-5.539560936196684793e+01,-9.594800993116473364e+01,-1.469057720229722008e+02
-4.289786618702814991e+01,-1.053120920777594876e+02,-1.446552326699774937e+02
-3.144321418507740518e+01,-1.131252138721431919e+02,-1.416686636772338943e+02
-2.130241589559657456e+01,-1.194556880231866103e+02,-1.383204456178411306e+02
-1.262840843052478590e+01,-1.244443900815200124e+02,-1.349448668077090758e+02
-5.505562615722494613e+00,-1.282503059542264907e+02,-1.318239272777581448e+02
0.000000000000000000e+00,-1.310127061025544037e+02,-1.291962493251475905e+02
3.794692321096540866e+00,-1.328253201436995141e+02,-1.272754282605717293e+02
5.714823772530936985e+00,-1.337139711970530414e+02,-1.262692151554074940e+02
5.483455694778543332e+00,-1.336079115626866383e+02,-1.263916835931095477e+02
2.667621042820022215e+00,-1.322947587010336576e+02,-1.278553112631899182e+02
-3.345281232806252891e+00,-1.293528872502550087e+02,-1.308152883018505008e+02
-1.328612761959279709e+01,-1.240797568262733961e+02,-1.352172058534296184e+02
-2.771382436792476156e+01,-1.155163699222073745e+02,-1.405130322030648813e+02
-4.636833650980790367e+01,-1.028018457761258162e+02,-1.453883003351193395e+02
-6.749628170054562304e+01,-8.598564433816677877e+01,-1.480091920265456906e+02
-8.815991534051661915e+01,-6.665442640956599973e+01,-1.471088602605726408e+02
-1.057657181114624194e+02,-4.734092868224016115e+01,-1.429281264967456195e+02
-1.192341621080039289e+02,-3.017078429462912936e+01,-1.368537115369882713e+02
-5.975699003616322358e+01,-1.035021428500218406e+02,-1.399014244647693204e+02
-4.723678008071578915e+01,-1.113739262932731435e+02,-1.386381446414609400e+02
-3.573232857936412188e+01,-1.179170014869374512e+02,-1.366557040691165241e+02
-2.549318455863022592e+01,-1.232095073394078497e+02,-1.342591331799815180e+02
-1.668041416288352607e+01,-1.273749210637565170e+02,-1.317322787602054177e+02
-9.409138517797277501e+00,-1.305437168025414962e+02,-1.293282881496957657e+02
-3.794692321096540866e+00,-1.328253201436995141e+02,-1.272754282605717293e+02
0.000000000000000000e+00,-1.342858106403164982e+02,-1.257907828923608093e+02
1.712591034925012190e+00,-1.349233333161835731e+02,-1.250950085287064013e+02
9.201479682696208640e-01,-1.346300152071413549e+02,-1.254189472649223234e+02
-3.028889446163075316e+00,-1.331253680493814215e+02,-1.269821334300210083e+02
-1.105309120663341460e+01,-1.298484124624579863e+02,-1.298969551442881993e+02
-2.420916412758727532e+01,-1.238386867402523848e+02,-1.339174971342176264e+02
-4.309053992638194330e+01,-1.138063103540687706e+02,-1.380120614020610503e+02
-6.660378782318640845e+01,-9.884729190211136540e+01,-1.401754198539200331e+02
-9.126253022180145535e+01,-7.978434647589337203e+01,-1.384254623793230508e+02
-1.128848651653134283e+02,-5.945150106978416460e+01,-1.325840346239261578e+02
-1.292433769235912280e+02,-4.091581733602762228e+01,-1.244107929928562726e+02
-1.404624019981977483e+02,-2.585425456868811978e+01,-1.160080650023702873e+02
-6.298125493243824025e+01,-1.090867334674309603e+02,-1.341247408517194799e+02
-5.040073668189224776e+01,-1.157151380587793881e+02,-1.338871635593202427e+02
-3.876409806505956368e+01,-1.212129616139130235e+02,-1.328938021052392457e+02
-2.831088057025072047e+01,-1.256562930614915672e+02,-1.313963091391137539e+02
-1.921627714344521465e+01,-1.291513527334477089e+02,-1.296405136516624168e+02
-1.162872243982662823e+01,-1.318071488840980408e+02,-1.278579223883396168e+02
-5.714823772530936985e+00,-1.337139711970530414e+02,-1.262692151554074940e+02
-1.712591034925012190e+00,-1.349233333161835731e+02,-1.250950085287064013e+02
0.000000000000000000e+00,-1.354207980122294543e+02,-1.245680836560109981e+02
-1.189585379047846336e+00,-1.350765281952059240e+02,-1.249356491052721765e+02
-6.251376988959401082e+00,-1.335468618049948475e+02,-1.264205520782895462e+02
-1.660468273695745012e+01,-1.300920594558928371e+02,-1.290594459066419120e+02
-3.388689588134473496e+01,-1.233434471333910523e+02,-1.322651591946241467e+02
-5.867272771031794321e+01,-1.114395530191333137e+02,-1.341444633442866348e+02
-8.804867757120742056e+01,-9.353635201631297491e+01,-1.317360285929477470e+02
-1.156226802791590558e+02,-7.200633051327393730e+01,-1.237032100273737001e+02
-1.364680228021587993e+02,-5.132055777765522464e+01,-1.122438377010507509e+02
-1.500705150493088240e+02,-3.450810252526417798e+01,-1.007175822433254098e+02
-1.582780185878095836e+02,-2.223164435734642908e+01,-9.115822958507625628e+01
-6.522382053988192752e+01,-1.129709710388300010e+02,-1.297667636058059202e+02
-5.249251238039039436e+01,-1.185459297659862159e+02,-1.305656872226099949e+02
-4.058873507337366959e+01,-1.231588041552308397e+02,-1.305391264877966648e+02
-2.974741142962749052e+01,-1.268793659849954025e+02,-1.298950268504612495e+02
-2.015817983961748538e+01,-1.297997654049610787e+02,-1.288474628635376575e+02
-1.199932802809345844e+01,-1.320152207592192894e+02,-1.276087677817194646e+02
-5.483455694778543332e+00,-1.336079115626866383e+02,-1.263916835931095477e+02
-9.201479682696208640e-01,-1.346300152071413549e+02,-1.254189472649223234e+02
1.189585379047846336e+00,-1.350765281952059240e+02,-1.249356491052721765e+02
0.000000000000000000e+00,-1.348267858277543212e+02,-1.252107735914001694e+02
-5.922682601997321328e+00,-1.335054747190608566e+02,-1.264800776835395340e+02
-1.887625845633328936e+01,-1.301641846913769882e+02,-1.286738974707722036e+02
-4.172369275802034139e+01,-1.227431355854367752e+02,-1.305728001127700395e+02
-7.497867514802545941e+01,-1.082219251905443826e+02,-1.285387613955381596e+02
-1.114534276321698911e+02,-8.614592705602601086e+01,-1.183765716715031573e+02
-1.401343004055923700e+02,-6.211759682191010512e+01,-1.017830143732529109e+02
-1.576373177973970598e+02,-4.226943922034556778e+01,-8.496923293545701483e+01
-1.670549078299866324e+02,-2.834106624508713779e+01,-7.173173449740524177e+01
-1.718861730002903698e+02,-1.946457542744412450e+01,-6.270784508132599910e+01
-6.658659973436031976e+01,-1.153313738431643571e+02,-1.269681020700252816e+02
-5.356020823756154670e+01,-1.199781523144247188e+02,-1.288120610065911080e+02
-4.119623732439432473e+01,-1.238002013321194994e+02,-1.297396630966754572e+02
-2.972407186350402952e+01,-1.268596274325659294e+02,-1.299196462415281417e+02
-1.934105192887726332e+01,-1.292376052734477128e+02,-1.295359606189300337e+02
-1.024252788184731067e+01,-1.310215643721157051e+02,-1.287805897333643657e+02
-2.667621042820022215e+00,-1.322947587010336576e+02,-1.278553112631899182e+02
3.028889446163075316e+00,-1.331253680493814215e+02,-1.269821334300210083e+02
6.251376988959401082e+00,-1.335468618049948475e+02,-1.264205520782895462e+02
5.922682601997321328e+00,-1.335054747190608566e+02,-1.264800776835395340e+02
0.000000000000000000e+00,-1.326973025707656575e+02,-1.274653909515939034e+02
-1.538832633254676452e+01,-1.300468389772488820e+02,-1.292556346342725249e+02
-4.621122409631718853e+01,-1.223168576013764834e+02,-1.294569778499580934e+02
-9.330717631032264592e+01,-1.035819826948629014e+02,-1.200855682836014040e+02
-1.378250588245412587e+02,-7.503320827115855707e+01,-9.607429841819656247e+01
-1.631781527291965972e+02,-4.935475017716861146e+01,-6.923148927212427850e+01
-1.742111634677911525e+02,-3.244643253686532347e+01,-4.953483157162464323e+01
-1.786920499840204570e+02,-2.271895663152320211e+01,-3.753665251568624939e+01
-1.804707882650633906e+02,-1.771898807927791353e+01,-3.118223924661361934e+01
-6.710975508289885738e+01,-1.162375054870845332e+02,-1.258615234726376997e+02
-5.358640609921102538e+01,-1.200131837791767424e+02,-1.287685241064600632e+02
-4.050301784855634679e+01,-1.230680425086174665e+02,-1.306513010201454108e+02
-2.807597967804967354e+01,-1.254547213836725206e+02,-1.316390984763373240e+02
-1.649516375167383941e+01,-1.272434021866954765e+02,-1.318826227095909758e+02
-5.947101892002647716e+00,-1.285142640431708401e+02,-1.315473903828134326e+02
3.345281232806252891e+00,-1.293528872502550087e+02,-1.308152883018505008e+02
1.105309120663341460e+01,-1.298484124624579863e+02,-1.298969551442881993e+02
1.660468273695745012e+01,-1.300920594558928371e+02,-1.290594459066419120e+02
1.887625845633328936e+01,-1.301641846913769882e+02,-1.286738974707722036e+02
1.538832633254676452e+01,-1.300468389772488820e+02,-1.292556346342725249e+02
0.000000000000000000e+00,-1.290812921199583911e+02,-1.311259700617767407e+02
-4.222312187932101324e+01,-1.226987010154392550e+02,-1.304539640941885921e+02
-1.177732950572528097e+02,-9.530327426606919516e+01,-1.044161715709001754e+02
-1.665437390502117125e+02,-5.623977631626947016e+01,-5.437159684128263137e+01
1.623969644061650115e+02,-8.309428552721210792e+01,-2.405339195174076394e+01
1.582178398612535375e+02,-8.805995787878620717e+01,-3.268882022993615522e+01
1.577606622891600523e+02,-8.855288995575384092e+01,-3.355531425228762998e+01
1.593372258350425170e+02,-8.681522034173939062e+01,-3.050845751931576189e+01
-6.676459769375797748e+01,-1.156396753524846588e+02,-1.265936569467941268e+02
-5.247849241612533433e+01,-1.185270651507645141e+02,-1.305884476532173721e+02
-3.834183729281754438e+01,-1.207585577489786459e+02,-1.334289108229460510e+02
-2.454528278733869939e+01,-1.223723397339320655e+02,-1.351981492511368970e+02
-1.124884065581180259e+01,-1.234210808894872287e+02,-1.360025748872822078e+02
1.408029173254694122e+00,-1.239670101834440317e+02,-1.359639578712871355e+02
1.328612761959279709e+01,-1.240797568262733961e+02,-1.352172058534296184e+02
2.420916412758727532e+01,-1.238386867402523848e+02,-1.339174971342176264e+02
3.388689588134473496e+01,-1.233434471333910523e+02,-1.322651591946241467e+02
4.172369275802034139e+01,-1.227431355854367752e+02,-1.305728001127700395e+02
4.621122409631718853e+01,-1.223168576013764834e+02,-1.294569778499580934e+02
4.222312187932101324e+01,-1.226987010154392550e+02,-1.304539640941885921e+02
0.000000000000000000e+00,-1.239279724875039648e+02,-1.360068293694712054e+02
-1.653720607875855819e+02,-6.606159362578813443e+01,-4.630277916592411458e+01
1.465847566017468750e+02,-9.042545489941900883e+01,-6.474678554368368566e+01
1.415335006293725826e+02,-9.371715834632352937e+01,-7.100255228571377586e+01
1.435633603434075667e+02,-9.243672024842202006e+01,-6.856394326921315496e+01
1.479325082325557048e+02,-8.948389045932661645e+01,-6.296512015622676728e+01
1.531322205653460458e+02,-8.555350058377497646e+01,-5.556187148205343362e+01
-6.544411800585196204e+01,-1.133525374426687620e+02,-1.293223479285173596e+02
-5.006055266521430980e+01,-1.152517458751096910e+02,-1.344134522270462924e+02
-3.446168811435865820e+01,-1.165129242460653103e+02,-1.381778945270889380e+02
-1.880050786072910185e+01,-1.171505785773035626e+02,-1.406352830664541500e+02
-3.187771157596136273e+00,-1.171855860869221431e+02,-1.418216363201022716e+02
1.231643663085148610e+01,-1.166377275212350071e+02,-1.417742780175598796e+02
2.771382436792476156e+01,-1.155163699222073745e+02,-1.405130322030648813e+02
4.309053992638194330e+01,-1.138063103540687706e+02,-1.380120614020610503e+02
5.867272771031794321e+01,-1.114395530191333137e+02,-1.341444633442866348e+02
7.497867514802545941e+01,-1.082219251905443826e+02,-1.285387613955381596e+02
9.330717631032264592e+01,-1.035819826948629014e+02,-1.200855682836014040e+02
1.177732950572528097e+02,-9.530327426606919516e+01,-1.044161715709001754e+02
1.653720607875855819e+02,-6.606159362578813443e+01,-4.630277916592411458e+01
-0.000000000000000000e+00,-1.171202507031761257e+02,-1.419114050216724650e+02
7.612478720827778034e+01,-1.079651049297308845e+02,-1.280802595640976733e+02
1.023536424997938354e+02,-1.008320463128068809e+02,-1.149462061287642740e+02
1.188644270618302272e+02,-9.486612284427074826e+01,-1.035744501108191855e+02
1.317093226645050095e+02,-8.916905954346808016e+01,-9.250693565020269205e+01
1.425363182737984857e+02,-8.339894008082158905e+01,-8.114194209128802981e+01
-6.295294659978507923e+01,-1.090377019969981092e+02,-1.341778896004048818e+02
-4.607559152223932841e+01,-1.097635756394132613e+02,-1.403032334934820540e+02
-2.855735311923635678e+01,-1.098193290688660255e+02,-1.448454091287927668e+02
-1.051836976412302072e+01,-1.091871464438937522e+02,-1.477278949587547743e+02
7.968928460602513475e+00,-1.078431144717545322e+02,-1.488702752070467739e+02
2.690049191088597524e+01,-1.057434666067281341e+02,-1.481576282374421965e+02
4.636833650980790367e+01,-1.028018457761258162e+02,-1.453883003351193395e+02
6.660378782318640845e+01,-9.884729190211136540e+01,-1.401754198539200331e+02
8.804867757120742056e+01,-9.353635201631297491e+01,-1.317360285929477470e+02
1.114534276321698911e+02,-8.614592705602601086e+01,-1.183765716715031573e+02
1.378250588245412587e+02,-7.503320827115855707e+01,-9.607429841819656247e+01
1.665437390502117125e+02,-5.623977631626947016e+01,-5.437159684128263137e+01
-1.465847566017468750e+02,-9.042545489941900883e+01,-6.474678554368368566e+01
-7.612478720827778034e+01,-1.079651049297308845e+02,-1.280802595640976733e+02
-0.000000000000000000e+00,-1.085079097648892770e+02,-1.486002473700991402e+02
5.094876979740535461e+01,-1.019896345950941878e+02,-1.444241575751444771e+02
8.431789221246361876e+01,-9.455132952179313577e+01,-1.334411448486135328e+02
1.082355585717001958e+02,-8.727763390269734600e+01,-1.205142252226631854e+02
1.266894053461780345e+02,-8.017664416414173445e+01,-1.066653659985677223e+02
-5.900768998218170935e+01,-1.022043170864117627e+02,-1.411678791080567237e+02
-4.022010238988698916e+01,-1.015124838225085568e+02,-1.480998277917025234e+02
-2.036297242285870013e+01,-1.000905863349746312e+02,-1.530464762130343388e+02
4.302566261999614672e-01,-9.789613712081259678e+01,-1.557952541512695461e+02
2.204909915929224695e+01,-9.487488280295821141e+01,-1.561044324783528907e+02
4.441747477581946413e+01,-9.094696488789853106e+01,-1.536611125568821308e+02
6.749628170054562304e+01,-8.598564433816677877e+01,-1.480091920265456906e+02
9.126253022180145535e+01,-7.978434647589337203e+01,-1.384254623793230508e+02
1.156226802791590558e+02,-7.200633051327393730e+01,-1.237032100273737001e+02
1.401343004055923700e+02,-6.211759682191010512e+01,-1.017830143732529109e+02
1.631781527291965972e+02,-4.935475017716861146e+01,-6.923148927212427850e+01
-1.623969644061650115e+02,-8.309428552721210792e+01,-2.405339195174076394e+01
-1.415335006293725826e+02,-9.371715834632352937e+01,-7.100255228571377586e+01
-1.023536424997938354e+02,-1.008320463128068809e+02,-1.149462061287642740e+02
-5.094876979740535461e+01,-1.019896345950941878e+02,-1.444241575751444771e+02
-0.000000000000000000e+00,-9.794864523692315572e+01,-1.557628418341529937e+02
4.303538990865971670e+01,-9.121399938264399054e+01,-1.538959438452899633e+02
7.739982470805409775e+01,-8.354703564241435743e+01,-1.445169885187470129e+02
1.046872349382221046e+02,-7.570274415677312163e+01,-1.310178513337920378e+02
-5.327372435378558890e+01,-9.227279728917609702e+01,-1.500121367553555274e+02
-3.224490681686755522e+01,-8.995270722286331022e+01,-1.572411410784384316e+02
-9.835221404184510519e+00,-8.688741115617474975e+01,-1.618945527264846191e+02
1.371327009884142178e+01,-8.305071946233334756e+01,-1.636170046785633758e+02
3.812112199661257961e+01,-7.841834296947705241e+01,-1.620288355313363695e+02
6.306632040102375214e+01,-7.296376432131715717e+01,-1.567001222945875725e+02
8.815991534051661915e+01,-6.665442640956599973e+01,-1.471088602605726408e+02
1.128848651653134283e+02,-5.945150106978416460e+01,-1.325840346239261578e+02
1.364680228021587993e+02,-5.132055777765522464e+01,-1.122438377010507509e+02
1.576373177973970598e+02,-4.226943922034556778e+01,-8.496923293545701483e+01
1.742111634677911525e+02,-3.244643253686532347e+01,-4.953483157162464323e+01
-1.582178398612535375e+02,-8.805995787878620717e+01,-3.268882022993615522e+01
-1.435633603434075667e+02,-9.243672024842202006e+01,-6.856394326921315496e+01
-1.188644270618302272e+02,-9.486612284427074826e+01,-1.035744501108191855e+02
-8.431789221246361876e+01,-9.455132952179313577e+01,-1.334411448486135328e+02
-4.303538990865971670e+01,-9.121399938264399054e+01,-1.538959438452899633e+02
-0.000000000000000000e+00,-8.536037946802169074e+01,-1.630018577105038560e+02
4.043131571074184905e+01,-7.794462536701209388e+01,-1.616970750703130477e+02
7.589871557747297004e+01,-6.984891453032795994e+01,-1.523696627043087233e+02
-4.547630101311040818e+01,-7.876726389500323933e+01,-1.599488173906261750e+02
-2.213744893662418178e+01,-7.482504269033931621e+01,-1.666347693039098488e+02
2.627475758993681687e+00,-7.028135567175830545e+01,-1.700283135718158007e+02
2.837508210168935818e+01,-6.518277101299977971e+01,-1.697116998877485230e+02
5.457289624262353556e+01,-5.959714515007721758e+01,-1.653057146188614581e+02
8.060452138141199896e+01,-5.361316107513189877e+01,-1.564753657685625967e+02
1.057657181114624194e+02,-4.734092868224016115e+01,-1.429281264967456195e+02
1.292433769235912280e+02,-4.091581733602762228e+01,-1.244107929928562726e+02
1.500705150493088240e+02,-3.450810252526417798e+01,-1.007175822433254098e+02
1.670549078299866324e+02,-2.834106624508713779e+01,-7.173173449740524177e+01
1.786920499840204570e+02,-2.271895663152320211e+01,-3.753665251568624939e+01
-1.577606622891600523e+02,-8.855288995575384092e+01,-3.355531425228762998e+01
-1.479325082325557048e+02,-8.948389045932661645e+01,-6.296512015622676728e+01
-1.317093226645050095e+02,-8.916905954346808016e+01,-9.250693565020269205e+01
-1.082355585717001958e+02,-8.727763390269734600e+01,-1.205142252226631854e+02
-7.739982470805409775e+01,-8.354703564241435743e+01,-1.445169885187470129e+02
-4.043131571074184905e+01,-7.794462536701209388e+01,-1.616970750703130477e+02
-0.000000000000000000e+00,-7.078030730902317202e+01,-1.698415381973451019e+02
4.049502872391729369e+01,-6.264996315697961649e+01,-1.681996871729499219e+02
-3.559581609216454723e+01,-6.165376200850684540e+01,-1.696695361782167595e+02
-1.031271298111196622e+01,-5.651272032500374820e+01,-1.748026326816535914e+02
1.611227927586497088e+01,-5.113948800922931781e+01,-1.760146221843242813e+02
4.303321586184281244e+01,-4.566541085423987312e+01,-1.729705540954919627e+02
6.971863071953427493e+01,-4.023922445922449498e+01,-1.654572976496152137e+02
9.538617661455769792e+01,-3.502001055261118978e+01,-1.533984229767418697e+02
1.192341621080039289e+02,-3.017078429462912936e+01,-1.368537115369882713e+02
1.404624019981977483e+02,-2.585425456868811978e+01,-1.160080650023702873e+02
1.582780185878095836e+02,-2.223164435734642908e+01,-9.115822958507625628e+01
1.718861730002903698e+02,-1.946457542744412450e+01,-6.270784508132599910e+01
1.804707882650633906e+02,-1.771898807927791353e+01,-3.118223924661361934e+01
-1.593372258350425170e+02,-8.681522034173939062e+01,-3.050845751931576189e+01
-1.531322205653460458e+02,-8.555350058377497646e+01,-5.556187148205343362e+01
-1.425363182737984857e+02,-8.339894008082158905e+01,-8.114194209128802981e+01
-1.266894053461780345e+02,-8.017664416414173445e+01,-1.066653659985677223e+02
-1.046872349382221046e+02,-7.570274415677312163e+01,-1.310178513337920378e+02
-7.589871557747297004e+01,-6.984891453032795994e+01,-1.523696627043087233e+02
-4.049502872391729369e+01,-6.264996315697961649e+01,-1.681996871729499219e+02
-0.000000000000000000e+00,-5.441574326198165323e+01,-1.757695277493971560e+02
0.000000000000000000e+00,3.803886184811684501e+01,-1.654386762929885322e+02
1.104369676505294073e+01,1.912824390045573253e+01,-1.680830553116992689e+02
